0,42767
1,38
2,25
3,26
4,24
5,15
6,12
7,20
8,21
9,11
10,13
11,4
12,7
13,4
14,6
15,11
16,5
17,5
18,10
19,3
20,5
21,7
22,6
23,6
24,4
25,6
26,4
27,2
28,4
29,9
30,9
31,6
32,8
33,8
34,2
35,4
36,4
37,2
38,5
39,3
40,8
41,5
42,4
43,6
44,3
45,3
46,9
47,3
48,6
49,2
50,3
51,2
52,5
53,5
54,8
55,3
56,5
57,6
58,6
59,1
60,7
61,4
62,6
63,4
64,2
65,1
66,1
67,2
68,3
69,4
70,6
71,5
72,1
73,6
74,4
75,9
77,4
78,4
79,1
80,4
81,6
82,3
83,4
84,9
85,2
86,5
87,1
88,2
89,6
90,4
91,3
92,3
93,3
94,4
95,5
96,4
97,2
98,5
99,3
101,2
102,2
103,3
104,3
105,1
106,4
107,1
108,4
109,6
110,3
111,4
112,1
113,4
114,3
115,3
116,4
117,3
118,3
119,1
120,2
121,1
122,3
123,2
124,2
125,3
126,2
127,2
129,2
131,5
132,4
133,1
134,1
135,3
136,4
137,1
138,1
139,2
140,1
141,4
142,2
143,6
144,3
145,3
146,3
147,3
148,4
149,2
150,2
151,2
152,3
153,3
154,1
155,1
156,1
157,1
158,2
160,2
161,2
162,4
163,1
164,5
165,3
167,3
168,1
169,3
170,3
171,3
172,3
173,2
175,4
176,2
178,2
179,4
180,4
181,4
182,2
183,2
184,1
186,4
187,3
188,2
189,1
190,5
191,2
192,4
194,3
195,2
196,2
197,1
198,1
199,1
200,5
201,1
202,2
203,4
204,2
205,2
206,1
207,1
208,1
210,1
211,2
213,3
214,3
215,3
216,5
218,1
219,2
220,4
221,4
223,3
224,1
225,1
226,1
227,1
228,4
229,1
230,1
231,4
232,1
233,3
234,3
235,1
236,2
237,4
238,1
239,2
241,4
242,2
243,3
244,3
245,5
246,5
247,3
248,3
249,2
250,4
251,2
252,3
253,3
254,4
255,4
256,2
257,4
258,2
259,3
260,4
262,1
263,3
264,5
265,2
266,4
267,1
268,2
269,1
270,2
271,1
272,1
274,1
276,2
277,3
278,2
279,3
