0,42711
1,37
2,20
3,17
4,20
5,23
6,19
7,13
8,22
9,13
10,18
11,13
12,20
13,13
14,19
15,18
16,18
17,10
18,16
19,11
20,14
21,9
22,17
23,14
24,12
25,8
26,16
27,10
28,10
29,9
30,5
31,13
32,12
33,13
34,13
35,10
36,9
37,10
38,8
39,9
40,9
41,9
42,9
43,13
44,14
45,10
46,15
47,16
48,3
49,13
50,11
51,7
52,8
53,10
54,8
55,9
56,9
57,11
58,10
59,7
60,9
61,11
62,7
63,10
64,7
65,8
66,8
67,13
68,5
69,7
70,10
71,6
72,13
73,10
74,15
75,11
76,7
77,12
78,9
79,10
80,13
81,6
82,12
83,7
84,5
85,12
86,13
87,4
88,6
89,8
90,10
91,9
92,13
93,9
94,11
95,7
96,9
97,6
98,6
99,5
100,9
101,9
102,4
103,7
104,6
105,5
106,6
107,3
108,7
109,8
110,9
111,9
112,4
114,6
115,11
116,10
117,3
118,3
119,7
120,7
121,2
122,6
123,4
124,6
125,5
126,6
127,4
128,8
129,5
130,4
131,12
132,2
133,3
134,6
135,6
136,4
137,6
138,4
139,8
140,4
141,7
142,7
143,4
144,2
145,4
146,5
147,7
148,7
149,1
150,2
151,5
152,5
153,5
154,7
155,6
156,6
157,6
158,3
159,3
160,4
161,3
162,7
163,2
164,3
165,4
166,6
167,6
168,12
169,3
170,4
171,2
172,4
174,2
175,4
176,7
177,5
178,5
179,3
180,4
181,6
182,3
183,5
184,1
185,6
186,3
187,2
188,4
189,3
190,6
191,2
192,3
193,3
194,3
195,5
196,7
197,4
198,5
199,1
200,4
201,3
202,4
203,4
204,2
205,3
206,5
207,6
208,2
209,6
210,2
211,1
212,6
213,6
214,3
215,4
216,2
217,1
218,3
219,1
220,2
221,2
222,5
223,1
224,2
225,3
226,1
227,5
229,2
230,7
231,1
232,2
233,4
234,2
235,1
236,2
237,3
238,2
239,3
240,1
241,1
242,4
243,2
244,1
245,1
246,2
247,1
248,2
249,4
250,1
251,2
252,2
256,2
258,3
259,4
260,2
261,2
262,4
264,2
266,5
267,1
268,5
270,4
271,2
272,4
273,4
274,1
275,3
276,2
277,2
278,2
279,3
280,2
281,2
282,1
283,3
284,5
285,2
286,2
288,2
290,2
292,1
294,1
295,1
296,1
297,1
298,1
299,2
300,3
302,2
303,4
305,2
306,2
307,3
308,2
309,1
310,1
312,1
313,1
314,1
316,1
318,1
320,2
321,1
322,3
323,1
324,1
327,1
328,1
329,3
330,2
331,2
332,1
333,2
334,1
335,2
338,2
340,2
342,1
343,3
344,2
345,2
346,1
347,2
348,1
349,1
350,1
354,2
355,1
358,3
359,3
360,1
362,1
363,2
364,1
365,1
366,2
367,2
370,1
371,1
375,1
376,2
377,4
378,1
379,1
382,2
383,1
385,1
386,2
389,2
390,1
393,2
396,1
397,1
399,1
404,1
405,1
410,1
413,1
414,3
415,2
416,1
417,1
418,1
421,2
422,1
427,1
429,2
431,1
432,1
437,1
438,1
445,2
446,1
447,1
448,1
462,2
464,2
465,1
470,1
478,2
480,1
481,1
485,1
487,1
490,1
495,1
496,1
497,1
507,1
509,1
512,1
519,2
523,1
525,1
526,1
527,1
530,1
532,1
543,1
544,1
549,1
552,1
556,2
571,1
577,1
583,1
585,1
588,1
594,1
597,1
610,1
611,1
613,1
617,1
621,1
630,1
651,1
656,1
663,1
675,1
679,1
683,1
688,1
701,1
706,1
715,1
717,1
719,1
752,1
754,1
768,1
776,1
809,1
873,1
885,1
937,1
950,1
992,1
1050,1
1080,2
1104,1
1138,1
1202,1
1238,1
1556,1
3479,1
